Cod_Estable,Cod_Evaluacion,Cantidad_Estud,Num_Boleta,Barcode,Corr_Año,Region,Cod_Region,Departamento,Cod_Depa,Municipio,Cod_Muni,Nivel,Cod_Nivel,Rama_Abstracta,Cod_Rama_Abstracta,Edad,Edad_RECO,Sexo_RECO,Sector,Cod_Sector,Area,Cod_Area,Jornada,Cod_Jornada,Ciclo,Cod_Distrito,Identificacion_Etnica_RECO,Ed_Asistio_Preprimaria,Ed_Repitio_Algun_Grado,Ed_Trabaja_Actualmente,Fm_Asistio_Escuela_Papa,Fm_Grado_Alcanzo_Papa_RECO,Fm_Asistio_Escuela_Mama,Fm_Grado_Alcanzo_Mama_RECO,CC_Material_Predomina_En_Piso_Casa,CC_Material_Predomina_En_Paredes_Casa,CC_Material_Predomina_En_Techo_Casa,Sc_Drenaje,Sc_Electricidad,Sc_Basura,Sc_Servicio_Internet,Sc_Neflix,CU_Leña,CU_Gas,CU_Electricidad,Smart_Tv,Secadora,Refrigerador,Computadora,Horno_Microondas,Horno_Tostador,Lavadora,Impresora,CC_Familia_Automovil,Mate_Periodos_Matematicas_Semana,Lect_Periodos_Lectura_Semana,Lect_Libros_Completos_Ha_Leido,Lectura_Gusto,Lectura_Horas,Grad_No_Se,Grad_Seguir_Estudiando,Grad_Trabajar,Grad_Formar_Familia,Grad_Trabajar_Extranjero,Gustaria_Universidad,Informacion_Prueba,Measure_Mate,Measure_Lect,Desempeño_Mate,Desempeño_Lect,Logro_Mate,Logro_Lect,estrato,N_estrato,n_estrato,peso,prob_seleccion
00-21-0033-46,7266679671.0,7,"150,945",007266679671,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 21,21.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Cooperativa,24,Urbana,11,Matutina,31,ANUAL,01-218,1,2,0,0,2,4,2,1,4,4,2,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,5,5,6,1,2,0,1,1,0,0,1,1,-0.41,0.74,1,3,0,1,Región 1 o Metropolitana | Ciudad Capital | Cooperativa | Urbana | Matutina | BACHILLERATO | 0,3,1,3.0,0.3333333333333333
03-01-0141-46,2336694197.0,6,"233,492",032336694197,2025,Región 5 o Central,5,Sacatepéquez,3.0,Antigua,301.0,Diversificado,46,BACHILLERATO,1.0,22,6,0,Cooperativa,24,Rural,12,Nocturna,34,ANUAL,03-009,2,1,1,1,2,2,2,2,1,3,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,4,2,1,1,0,1,1,0,0,1,1,-0.06,-0.46,1,1,0,0,Región 5 o Central | Sacatepéquez | Cooperativa | Rural | Nocturna | BACHILLERATO | 0,5,1,5.0,0.2
03-01-0141-46,6415869800.0,6,"233,498",036415869800,2025,Región 5 o Central,5,Sacatepéquez,3.0,Antigua,301.0,Diversificado,46,BACHILLERATO,1.0,20,5,1,Cooperativa,24,Rural,12,Nocturna,34,ANUAL,03-009,2,2,1,1,2,2,2,1,4,4,2,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,4,2,1,1,1,0,1,0,0,0,1,1,-0.27,0.33,1,2,0,0,Región 5 o Central | Sacatepéquez | Cooperativa | Rural | Nocturna | BACHILLERATO | 1,1,1,1.0,1.0
03-08-0923-46,9283513727.0,13,"235,970",039283513727,2025,Región 5 o Central,5,Sacatepéquez,3.0,San Lucas Sacatepéquez,308.0,Diversificado,46,PERITO,3.0,17,2,0,Cooperativa,24,Urbana,11,Nocturna,34,ANUAL,03-005,2,2,0,0,2,1,2,1,4,4,5,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,5,0,1,1,1,0,1,0,0,0,1,1,-1.08,-0.55,1,1,0,0,Región 5 o Central | Sacatepéquez | Cooperativa | Urbana | Nocturna | PERITO | 0,12,1,12.0,0.08333333333333333
03-03-1028-46,8938136491.0,7,"235,454",038938136491,2025,Región 5 o Central,5,Sacatepéquez,3.0,Pastores,303.0,Diversificado,46,PERITO,3.0,19,4,1,Cooperativa,24,Urbana,11,Nocturna,34,ANUAL,03-003,1,2,0,1,1,.,1,.,5,4,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,0,1,0,0,1,1,-0.29,-0.34,1,1,0,0,Región 5 o Central | Sacatepéquez | Cooperativa | Urbana | Nocturna | PERITO | 1,8,1,8.0,0.125
03-07-1217-46,3416804932.0,72,"235,609",033416804932,2025,Región 5 o Central,5,Sacatepéquez,3.0,San Bartolomé Milpas Altas,307.0,Diversificado,46,BACHILLERATO,1.0,20,5,0,Cooperativa,24,Urbana,11,Vespertina,32,ANUAL,03-010,1,2,0,1,2,3,2,2,5,4,2,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,4,0,0,0,4,0,1,1,0,0,1,1,0.28,-0.02,2,2,0,0,Región 5 o Central | Sacatepéquez | Cooperativa | Urbana | Vespertina | BACHILLERATO | 0,36,1,36.0,0.027777777777777776
03-07-1217-46,4991347867.0,72,"235,595",034991347867,2025,Región 5 o Central,5,Sacatepéquez,3.0,San Bartolomé Milpas Altas,307.0,Diversificado,46,BACHILLERATO,1.0,18,3,1,Cooperativa,24,Urbana,11,Vespertina,32,ANUAL,03-010,1,2,0,1,2,3,2,4,5,4,5,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,4,3,0,0,4,0,1,1,0,0,1,1,-0.35,-0.28,1,1,0,0,Región 5 o Central | Sacatepéquez | Cooperativa | Urbana | Vespertina | BACHILLERATO | 1,34,1,34.0,0.029411764705882353
03-07-1217-46,6731790628.0,72,"235,634",036731790628,2025,Región 5 o Central,5,Sacatepéquez,3.0,San Bartolomé Milpas Altas,307.0,Diversificado,46,PERITO,3.0,19,4,0,Cooperativa,24,Urbana,11,Vespertina,32,ANUAL,03-010,3,2,1,0,2,1,2,1,4,4,2,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,4,0,1,1,1,0,1,1,0,0,1,1,0.66,-0.34,2,1,0,0,Región 5 o Central | Sacatepéquez | Cooperativa | Urbana | Vespertina | PERITO | 0,108,2,54.0,0.018518518518518517
03-05-0016-46,811600729.0,30,"236,747",030811600729,2025,Región 5 o Central,5,Sacatepéquez,3.0,Santo Domingo Xenacoj,305.0,Diversificado,46,PERITO,3.0,17,2,0,Cooperativa,24,Urbana,11,Vespertina,32,ANUAL,03-010,1,2,0,0,0,3,1,.,4,3,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,0,0,1,1,0.36,-0.81,2,1,0,0,Región 5 o Central | Sacatepéquez | Cooperativa | Urbana | Vespertina | PERITO | 0,108,2,54.0,0.018518518518518517
03-13-0022-46,3626370369.0,12,"236,114",033626370369,2025,Región 5 o Central,5,Sacatepéquez,3.0,San Miguel Dueñas,313.0,Diversificado,46,PERITO,3.0,21,6,1,Cooperativa,24,Urbana,11,Vespertina,32,ANUAL,03-008,2,1,1,1,2,1,1,.,5,3,2,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,6,3,4,1,2,0,1,1,0,0,1,1,-0.51,0.33,1,2,0,0,Región 5 o Central | Sacatepéquez | Cooperativa | Urbana | Vespertina | PERITO | 1,68,1,68.0,0.014705882352941176
03-12-0237-46,1124067001.0,88,"234,759",031124067001,2025,Región 5 o Central,5,Sacatepéquez,3.0,Ciudad Vieja,312.0,Diversificado,46,SECRETARIADO,4.0,18,3,0,Cooperativa,24,Urbana,11,Vespertina,32,ANUAL,03-007,1,2,0,1,2,1,2,1,4,4,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,4,1,1,0,1,0,0,0,1,1,-0.95,-1.06,1,1,0,0,Región 5 o Central | Sacatepéquez | Cooperativa | Urbana | Vespertina | SECRETARIADO | 0,21,1,21.0,0.047619047619047616
03-01-0220-46,2640574021.0,12,"233,761",032640574021,2025,Región 5 o Central,5,Sacatepéquez,3.0,Antigua,301.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Municipal,23,Rural,12,Matutina,31,ANUAL,03-002,3,2,0,0,2,2,2,2,5,4,2,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,5,1,1,1,1,0,1,0,0,0,1,1,-0.29,-0.52,1,1,0,0,Región 5 o Central | Sacatepéquez | Municipal | Rural | Matutina | BACHILLERATO | 0,13,1,13.0,0.07692307692307693
03-01-0220-46,9612244756.0,12,"233,755",039612244756,2025,Región 5 o Central,5,Sacatepéquez,3.0,Antigua,301.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Municipal,23,Rural,12,Matutina,31,ANUAL,03-002,2,2,0,0,2,3,2,3,4,4,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,4,1,1,1,1,0,1,1,0,0,1,1,0.2,0.7,2,3,0,1,Región 5 o Central | Sacatepéquez | Municipal | Rural | Matutina | BACHILLERATO | 1,12,1,12.0,0.08333333333333333
03-01-0119-46,9482076399.0,15,"233,144",039482076399,2025,Región 5 o Central,5,Sacatepéquez,3.0,Antigua,301.0,Diversificado,46,PERITO,3.0,19,4,1,Municipal,23,Rural,12,Matutina,31,ANUAL,03-002,2,2,1,0,2,3,1,.,5,4,5,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,4,0,1,0,4,0,1,1,0,0,1,1,0.5,0.7,2,3,0,1,Región 5 o Central | Sacatepéquez | Municipal | Rural | Matutina | PERITO | 1,2,1,2.0,0.5
03-16-0006-46,3544041661.0,4,"236,124",033544041661,2025,Región 5 o Central,5,Sacatepéquez,3.0,Santa Catarina Barahona,316.0,Diversificado,46,BACHILLERATO,1.0,18,3,0,Municipal,23,Urbana,11,Doble,33,ANUAL,03-007,1,2,1,1,2,1,2,1,4,2,2,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,2,1,1,1,0,1,1,0,0,1,1,-0.27,-0.46,1,1,0,0,Región 5 o Central | Sacatepéquez | Municipal | Urbana | Doble | BACHILLERATO | 0,1,1,1.0,1.0
03-16-0006-46,4959139773.0,4,"236,122",034959139773,2025,Región 5 o Central,5,Sacatepéquez,3.0,Santa Catarina Barahona,316.0,Diversificado,46,BACHILLERATO,1.0,19,4,1,Municipal,23,Urbana,11,Doble,33,ANUAL,03-007,1,0,0,0,2,1,1,.,4,4,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0.3,-0.57,2,1,0,0,Región 5 o Central | Sacatepéquez | Municipal | Urbana | Doble | BACHILLERATO | 1,3,1,3.0,0.3333333333333333
03-09-0003-46,9331170348.0,33,"236,179",039331170348,2025,Región 5 o Central,5,Sacatepéquez,3.0,Santa Lucía Milpas Altas,309.0,Diversificado,46,PERITO,3.0,21,6,0,Municipal,23,Urbana,11,Matutina,31,ANUAL,03-006,2,1,0,0,2,4,1,.,5,4,2,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,3,2,3,1,1,0,0,1,0,0,1,1,-0.18,-0.43,1,1,0,0,Región 5 o Central | Sacatepéquez | Municipal | Urbana | Matutina | PERITO | 0,12,1,12.0,0.08333333333333333
03-09-0003-46,7688328149.0,33,"236,151",037688328149,2025,Región 5 o Central,5,Sacatepéquez,3.0,Santa Lucía Milpas Altas,309.0,Diversificado,46,PERITO,3.0,17,2,1,Municipal,23,Urbana,11,Matutina,31,ANUAL,03-006,2,2,0,0,1,.,1,.,4,3,2,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,3,0,1,1,1,0,1,1,0,0,1,1,0.4,0.6,2,3,0,1,Región 5 o Central | Sacatepéquez | Municipal | Urbana | Matutina | PERITO | 1,11,1,11.0,0.09090909090909091
03-09-0003-46,5975130868.0,33,"236,180",035975130868,2025,Región 5 o Central,5,Sacatepéquez,3.0,Santa Lucía Milpas Altas,309.0,Diversificado,46,SECRETARIADO,4.0,17,2,0,Municipal,23,Urbana,11,Matutina,31,ANUAL,03-006,3,2,0,0,2,4,2,2,4,4,5,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,3,3,2,1,1,0,1,0,0,0,1,1,-0.48,1.09,1,4,0,1,Región 5 o Central | Sacatepéquez | Municipal | Urbana | Matutina | SECRETARIADO | 0,10,1,10.0,0.1
03-13-0013-46,3765989931.0,22,"236,106",033765989931,2025,Región 5 o Central,5,Sacatepéquez,3.0,San Miguel Dueñas,313.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Municipal,23,Urbana,11,Nocturna,34,ANUAL,03-008,2,2,0,1,2,2,2,3,4,4,2,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,3,7,0,1,3,0,1,1,0,0,1,1,-0.04,0.27,1,2,0,0,Región 5 o Central | Sacatepéquez | Municipal | Urbana | Nocturna | BACHILLERATO | 0,11,1,11.0,0.09090909090909091
03-13-0013-46,5300087873.0,22,"236,091",035300087873,2025,Región 5 o Central,5,Sacatepéquez,3.0,San Miguel Dueñas,313.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Municipal,23,Urbana,11,Nocturna,34,ANUAL,03-008,1,2,0,1,2,1,2,1,5,5,2,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,5,4,1,1,1,0,0,1,0,0,1,1,-0.37,-0.11,1,2,0,0,Región 5 o Central | Sacatepéquez | Municipal | Urbana | Nocturna | BACHILLERATO | 1,13,1,13.0,0.07692307692307693
03-13-0013-46,7392822362.0,22,"236,105",037392822362,2025,Región 5 o Central,5,Sacatepéquez,3.0,San Miguel Dueñas,313.0,Diversificado,46,PERITO,3.0,22,6,0,Municipal,23,Urbana,11,Nocturna,34,ANUAL,03-008,2,1,1,1,2,1,2,1,4,4,2,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,7,1,1,1,1,0,1,0,0,0,1,1,0.0,0.05,1,2,0,0,Región 5 o Central | Sacatepéquez | Municipal | Urbana | Nocturna | PERITO | 0,3,1,3.0,0.3333333333333333
03-13-0013-46,1571369763.0,22,"236,093",031571369763,2025,Región 5 o Central,5,Sacatepéquez,3.0,San Miguel Dueñas,313.0,Diversificado,46,PERITO,3.0,17,2,1,Municipal,23,Urbana,11,Nocturna,34,ANUAL,03-008,2,1,0,1,2,2,2,2,5,4,5,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,4,1,1,0,1,1,0,0,1,1,-0.51,-0.02,1,2,0,0,Región 5 o Central | Sacatepéquez | Municipal | Urbana | Nocturna | PERITO | 1,5,1,5.0,0.2
03-13-0013-46,4036193576.0,22,"236,099",034036193576,2025,Región 5 o Central,5,Sacatepéquez,3.0,San Miguel Dueñas,313.0,Diversificado,46,SECRETARIADO,4.0,21,6,0,Municipal,23,Urbana,11,Nocturna,34,ANUAL,03-008,2,2,0,1,1,.,2,1,1,3,2,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,3,2,1,1,0,1,1,0,0,1,1,-0.18,0.55,1,3,0,1,Región 5 o Central | Sacatepéquez | Municipal | Urbana | Nocturna | SECRETARIADO | 0,2,1,2.0,0.5
03-16-0010-46,1310116527.0,19,"236,141",031310116527,2025,Región 5 o Central,5,Sacatepéquez,3.0,Santa Catarina Barahona,316.0,Diversificado,46,BACHILLERATO,1.0,26,6,0,Municipal,23,Urbana,11,Sin Jornada,99,ANUAL,03-007,2,0,0,1,2,1,1,.,4,4,2,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,4,1,1,4,1,0,1,0,0,0,1,-0.78,0.6,1,3,0,1,Región 5 o Central | Sacatepéquez | Municipal | Urbana | Sin Jornada | BACHILLERATO | 0,16,1,16.0,0.0625
03-16-0010-46,3461368858.0,19,"236,138",033461368858,2025,Región 5 o Central,5,Sacatepéquez,3.0,Santa Catarina Barahona,316.0,Diversificado,46,BACHILLERATO,1.0,20,5,1,Municipal,23,Urbana,11,Sin Jornada,99,ANUAL,03-007,1,2,1,1,2,1,2,1,4,4,5,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,5,5,1,1,1,0,0,1,0,0,1,1,-0.17,0.36,1,2,0,0,Región 5 o Central | Sacatepéquez | Municipal | Urbana | Sin Jornada | BACHILLERATO | 1,15,1,15.0,0.06666666666666667
03-09-0009-46,7987742700.0,39,"236,219",037987742700,2025,Región 5 o Central,5,Sacatepéquez,3.0,Santa Lucía Milpas Altas,309.0,Diversificado,46,BACHILLERATO,1.0,20,5,0,Municipal,23,Urbana,11,Vespertina,32,ANUAL,03-006,2,2,1,0,2,2,2,1,5,4,5,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,4,4,3,1,1,0,1,0,0,0,1,1,0.66,0.74,2,3,0,1,Región 5 o Central | Sacatepéquez | Municipal | Urbana | Vespertina | BACHILLERATO | 0,18,1,18.0,0.05555555555555555
03-09-0009-46,1016156318.0,39,"236,188",031016156318,2025,Región 5 o Central,5,Sacatepéquez,3.0,Santa Lucía Milpas Altas,309.0,Diversificado,46,BACHILLERATO,1.0,18,3,1,Municipal,23,Urbana,11,Vespertina,32,ANUAL,03-006,2,2,1,1,2,1,2,1,4,4,2,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4,4,0,1,1,0,1,0,0,0,1,1,1.06,-0.97,3,1,1,0,Región 5 o Central | Sacatepéquez | Municipal | Urbana | Vespertina | BACHILLERATO | 1,21,1,21.0,0.047619047619047616
03-01-1231-46,1481693388.0,19,"234,241",031481693388,2025,Región 5 o Central,5,Sacatepéquez,3.0,Antigua,301.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Oficial,21,Urbana,11,Doble,33,ANUAL,03-001,2,2,0,0,2,1,2,1,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,5,5,0,0,4,0,1,0,0,0,0,1,0.48,1.16,2,4,0,1,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Doble | BACHILLERATO | 0,9,1,9.0,0.1111111111111111
03-01-1231-46,7895255702.0,19,"234,246",037895255702,2025,Región 5 o Central,5,Sacatepéquez,3.0,Antigua,301.0,Diversificado,46,BACHILLERATO,1.0,19,4,1,Oficial,21,Urbana,11,Doble,33,ANUAL,03-001,2,2,1,0,2,1,1,.,4,1,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,5,5,0,1,4,0,0,1,0,0,1,1,-0.02,0.42,1,2,0,0,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Doble | BACHILLERATO | 1,10,1,10.0,0.1
03-15-0022-46,6977529229.0,23,"235,540",036977529229,2025,Región 5 o Central,5,Sacatepéquez,3.0,San Antonio Aguas Calientes,315.0,Diversificado,46,PERITO,3.0,18,3,0,Oficial,21,Urbana,11,Doble,33,ANUAL,03-008,1,2,0,1,2,4,2,4,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,7,0,7,1,2,0,1,1,0,0,1,1,0.11,0.23,2,2,0,0,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Doble | PERITO | 0,3,1,3.0,0.3333333333333333
03-15-0022-46,8161513558.0,23,"235,543",038161513558,2025,Región 5 o Central,5,Sacatepéquez,3.0,San Antonio Aguas Calientes,315.0,Diversificado,46,PERITO,3.0,19,4,1,Oficial,21,Urbana,11,Doble,33,ANUAL,03-008,1,2,1,0,2,2,2,3,5,4,2,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,4,0,1,1,4,0,1,1,0,1,1,1,0.56,-0.97,2,1,0,0,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Doble | PERITO | 1,20,1,20.0,0.05
03-01-0058-46,4117782626.0,168,"232,823",034117782626,2025,Región 5 o Central,5,Sacatepéquez,3.0,Antigua,301.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Oficial,21,Urbana,11,Matutina,31,ANUAL,03-001,1,2,0,0,2,4,2,4,5,4,5,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,4,1,3,1,1,0,1,0,0,0,1,1,0.3,1.32,2,4,0,1,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Matutina | BACHILLERATO | 0,34,1,34.0,0.029411764705882353
03-06-0008-46,5887576492.0,50,"236,561",035887576492,2025,Región 5 o Central,5,Sacatepéquez,3.0,Santiago Sacatepéquez,306.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Oficial,21,Urbana,11,Matutina,31,ANUAL,03-005,2,2,0,0,1,.,1,.,2,4,2,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,3,2,1,1,1,0,1,1,0,0,1,1,0.5,-0.02,2,2,0,0,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Matutina | BACHILLERATO | 1,13,1,13.0,0.07692307692307693
03-01-0058-46,152781314.0,168,"232,735",030152781314,2025,Región 5 o Central,5,Sacatepéquez,3.0,Antigua,301.0,Diversificado,46,MAGISTERIO,2.0,18,3,0,Oficial,21,Urbana,11,Matutina,31,ANUAL,03-001,2,2,0,0,1,.,2,1,5,4,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,1,1,0,0,1,0,0,1,1,1.21,2.02,3,4,1,1,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Matutina | MAGISTERIO | 0,147,2,73.5,0.013605442176870748
03-01-0058-46,5765423155.0,168,"232,687",035765423155,2025,Región 5 o Central,5,Sacatepéquez,3.0,Antigua,301.0,Diversificado,46,MAGISTERIO,2.0,20,5,0,Oficial,21,Urbana,11,Matutina,31,ANUAL,03-001,2,2,1,0,2,1,2,1,5,4,5,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,4,2,3,0,4,0,1,1,0,0,1,1,-0.23,-0.3,1,1,0,0,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Matutina | MAGISTERIO | 0,147,2,73.5,0.013605442176870748
03-06-0008-46,2217369541.0,50,"236,554",032217369541,2025,Región 5 o Central,5,Sacatepéquez,3.0,Santiago Sacatepéquez,306.0,Diversificado,46,PERITO,3.0,18,3,0,Oficial,21,Urbana,11,Matutina,31,ANUAL,03-005,1,2,0,0,2,1,2,1,5,3,2,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,4,6,2,1,1,0,0,1,0,0,1,1,-0.04,-0.37,1,1,0,0,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Matutina | PERITO | 0,8,1,8.0,0.125
03-06-0008-46,7122443414.0,50,"236,531",037122443414,2025,Región 5 o Central,5,Sacatepéquez,3.0,Santiago Sacatepéquez,306.0,Diversificado,46,PERITO,3.0,19,4,1,Oficial,21,Urbana,11,Matutina,31,ANUAL,03-005,3,2,1,0,2,2,2,2,1,3,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,3,2,1,1,1,0,1,1,0,0,1,1,0.5,1.71,2,4,0,1,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Matutina | PERITO | 1,10,1,10.0,0.1
03-06-0008-46,1462690029.0,50,"236,529",031462690029,2025,Región 5 o Central,5,Sacatepéquez,3.0,Santiago Sacatepéquez,306.0,Diversificado,46,SECRETARIADO,4.0,20,5,0,Oficial,21,Urbana,11,Matutina,31,ANUAL,03-005,1,2,1,1,1,.,2,1,4,4,2,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,3,5,2,1,1,0,0,1,0,0,1,1,-0.18,-0.25,1,1,0,0,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Matutina | SECRETARIADO | 0,6,1,6.0,0.16666666666666666
03-01-0272-46,2190779102.0,39,"233,930",032190779102,2025,Región 5 o Central,5,Sacatepéquez,3.0,Antigua,301.0,Diversificado,46,BACHILLERATO,1.0,18,3,0,Oficial,21,Urbana,11,Nocturna,34,ANUAL,03-001,3,2,0,1,0,1,2,1,4,3,2,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,6,1,1,1,1,0,1,1,1,0,1,1,-0.27,-1.45,1,1,0,0,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Nocturna | BACHILLERATO | 0,28,1,28.0,0.03571428571428571
03-01-0272-46,6136467416.0,39,"233,922",036136467416,2025,Región 5 o Central,5,Sacatepéquez,3.0,Antigua,301.0,Diversificado,46,BACHILLERATO,1.0,20,5,1,Oficial,21,Urbana,11,Nocturna,34,ANUAL,03-001,1,2,1,1,2,3,2,2,5,4,5,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,6,1,3,0,1,0,0,1,0,0,1,1,-0.67,-0.27,1,1,0,0,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Nocturna | BACHILLERATO | 1,36,1,36.0,0.027777777777777776
03-01-0052-46,1765211323.0,17,"232,417",031765211323,2025,Región 5 o Central,5,Sacatepéquez,3.0,Antigua,301.0,Diversificado,46,PERITO,3.0,22,6,0,Oficial,21,Urbana,11,Nocturna,34,ANUAL,03-001,2,2,1,1,2,2,2,2,4,3,2,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,4,3,3,1,1,0,1,0,0,0,1,1,-0.65,-0.27,1,1,0,0,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Nocturna | PERITO | 0,9,1,9.0,0.1111111111111111
03-01-0052-46,1378507513.0,17,"232,418",031378507513,2025,Región 5 o Central,5,Sacatepéquez,3.0,Antigua,301.0,Diversificado,46,PERITO,3.0,19,4,1,Oficial,21,Urbana,11,Nocturna,34,ANUAL,03-001,2,2,1,1,2,2,1,.,4,4,2,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,3,0,1,1,1,0,1,1,0,0,1,1,0.05,1.04,2,4,0,1,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Nocturna | PERITO | 1,8,1,8.0,0.125
03-04-0087-46,842793526.0,77,"236,985",030842793526,2025,Región 5 o Central,5,Sacatepéquez,3.0,Sumpango,304.0,Diversificado,46,BACHILLERATO,1.0,20,5,0,Oficial,21,Urbana,11,Sin Jornada,99,ANUAL,03-004,1,2,1,1,2,1,2,1,5,4,5,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,3,1,1,0,1,0,0,0,1,1,0.11,0.68,2,3,0,1,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Sin Jornada | BACHILLERATO | 0,36,1,36.0,0.027777777777777776
03-04-0087-46,5849030652.0,77,"236,977",035849030652,2025,Región 5 o Central,5,Sacatepéquez,3.0,Sumpango,304.0,Diversificado,46,BACHILLERATO,1.0,18,3,1,Oficial,21,Urbana,11,Sin Jornada,99,ANUAL,03-004,1,2,1,1,2,4,2,4,5,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,7,2,2,1,1,0,0,1,0,0,0,1,-0.41,-0.91,1,1,0,0,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Sin Jornada | BACHILLERATO | 1,41,1,41.0,0.024390243902439025
03-01-0059-46,3102027611.0,240,"232,858",033102027611,2025,Región 5 o Central,5,Sacatepéquez,3.0,Antigua,301.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Oficial,21,Urbana,11,Vespertina,32,ANUAL,03-009,2,2,0,0,2,4,2,4,5,4,5,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,5,5,2,1,1,0,1,0,0,0,1,1,0.48,1.52,2,4,0,1,Región 5 o Central | Sacatepéquez | Oficial | Urbana | Vespertina | BACHILLERATO | 0,205,3,68.33333333333333,0.014634146341463415
